,agent,step,test_id,avg_reward,std_reward
470,iqll,621720,-1,-1084.474090909091,1101.8686014420553
471,iqll,623040,-1,-606.3178787878788,566.8952524550779
472,iqll,624360,-1,-594.2498484848485,442.01741817452626
473,iqll,625680,-1,-207.28560606060606,114.015136576562
474,iqll,627000,-1,-166.09727272727275,88.50827212744709
475,iqll,628320,-1,-214.47636363636363,159.44074149157396
476,iqll,629640,-1,-223.22712121212126,114.46901164977454
477,iqll,630960,-1,-299.40924242424245,142.63401313311067
478,iqll,632280,-1,-560.2024242424243,335.4277423794273
479,iqll,633600,-1,-2053.149545454545,1972.5350127014544
480,iqll,634920,-1,-1355.894393939394,1241.2783362686164
481,iqll,636240,-1,-833.7919696969698,831.5533408585947
482,iqll,637560,-1,-597.5248484848486,460.80847522273103
483,iqll,638880,-1,-194.06469696969697,118.54950159934722
484,iqll,640200,-1,-203.14863636363637,111.03180406213352
485,iqll,641520,-1,-458.20712121212125,281.02873741366494
486,iqll,642840,-1,-190.0477272727273,95.73101644705454
487,iqll,644160,-1,-277.4075757575758,123.49143414117539
488,iqll,645480,-1,-174.0012121212121,83.69323638569954
489,iqll,646800,-1,-250.02666666666667,122.5028039918213
490,iqll,648120,-1,-1405.3636363636363,1544.8403581184775
491,iqll,649440,-1,-1633.704393939394,1629.843115310841
492,iqll,650760,-1,-1382.989090909091,1565.5071388208914
493,iqll,652080,-1,-1361.6286363636364,1203.162678840944
494,iqll,653400,-1,-173.81272727272727,87.77988115158408
495,iqll,654720,-1,-801.5342424242426,801.6107627828326
496,iqll,656040,-1,-136.87136363636364,55.56431952432336
497,iqll,657360,-1,-305.3121212121212,186.36250591428518
498,iqll,658680,-1,-1215.240909090909,1091.9346936401148
499,iqll,660000,-1,-163.1727272727273,77.14438125507684
500,iqll,661320,-1,-191.23227272727274,85.26188224835106
501,iqll,662640,-1,-175.32454545454547,75.009908864254
502,iqll,663960,-1,-319.7265151515152,285.5221359990002
503,iqll,665280,-1,-334.9818181818182,185.70120388400002
504,iqll,666600,-1,-332.6204545454546,141.51844051519927
505,iqll,667920,-1,-308.72393939393936,204.9634958694514
506,iqll,669240,-1,-572.0322727272728,438.04147467360747
507,iqll,670560,-1,-593.0487878787878,401.650703723473
508,iqll,671880,-1,-1308.9501515151514,1169.527343131964
509,iqll,673200,-1,-287.6296969696969,294.191035177308
510,iqll,674520,-1,-232.2439393939394,153.53272874733383
511,iqll,675840,-1,-384.23939393939395,292.8955864627012
512,iqll,677160,-1,-561.2516666666667,434.9359760236517
513,iqll,678480,-1,-463.8084848484848,396.13547000322257
514,iqll,679800,-1,-258.3137878787879,134.62765731054188
515,iqll,681120,-1,-277.64500000000004,177.86280925025878
516,iqll,682440,-1,-427.1059090909091,316.7138138832542
517,iqll,683760,-1,-658.5454545454545,460.31445957243193
518,iqll,685080,-1,-959.0216666666668,892.9132260855108
519,iqll,686400,-1,-1299.932121212121,1245.4175005942425
520,iqll,687720,-1,-296.45590909090913,150.77483873440448
521,iqll,689040,-1,-2014.35803030303,1845.521285419248
522,iqll,690360,-1,-903.1862121212122,677.3732553865149
523,iqll,691680,-1,-622.9719696969697,499.7990271575521
524,iqll,693000,-1,-205.84590909090906,78.57304407996254
525,iqll,694320,-1,-193.78530303030306,129.45220925487823
526,iqll,695640,-1,-328.7369696969697,251.32570663396072
527,iqll,696960,-1,-234.69227272727272,99.54512118838608
528,iqll,698280,-1,-301.155303030303,188.48571226873838
529,iqll,699600,-1,-409.93939393939394,247.46605771467895
530,iqll,700920,-1,-280.7154545454546,173.68422549385264
531,iqll,702240,-1,-269.7827272727273,185.13793925108314
532,iqll,703560,-1,-444.67030303030305,280.7922363003914
533,iqll,704880,-1,-400.1730303030303,242.51556001294645
534,iqll,706200,-1,-695.9522727272728,501.3763551564695
535,iqll,707520,-1,-282.7369696969697,166.54814254370015
536,iqll,708840,-1,-360.56242424242424,200.16575308797098
537,iqll,710160,-1,-318.7736363636364,180.61857693842487
538,iqll,711480,-1,-420.67833333333334,317.2296358059661
539,iqll,712800,-1,-877.1878787878788,921.9622826563759
540,iqll,714120,-1,-279.4822727272727,113.21021926641544
541,iqll,715440,-1,-840.7104545454546,619.6028649989806
542,iqll,716760,-1,-446.9557575757577,225.57342306690975
543,iqll,718080,-1,-381.85318181818184,260.6839844475525
544,iqll,719400,-1,-309.7493939393939,166.93115179326665
545,iqll,720720,-1,-481.1913636363637,421.7000716629827
546,iqll,722040,-1,-356.6803030303031,215.9330799251675
547,iqll,723360,-1,-737.1157575757576,503.001080359285
548,iqll,724680,-1,-391.7219696969697,206.91663583191925
549,iqll,726000,-1,-310.8651515151515,186.1840747611729
550,iqll,727320,-1,-222.18227272727276,135.8692781549599
551,iqll,728640,-1,-439.98303030303026,413.3764027107619
552,iqll,729960,-1,-262.8216666666667,124.78624189757136
553,iqll,731280,-1,-266.90439393939397,141.91083215781524
554,iqll,732600,-1,-239.89242424242425,137.0575658869306
555,iqll,733920,-1,-453.91924242424244,400.3969798186681
556,iqll,735240,-1,-255.77545454545452,146.2027846725414
557,iqll,736560,-1,-452.9527272727273,354.086690817057
558,iqll,737880,-1,-1201.1645454545458,1358.8271266562626
559,iqll,739200,-1,-1715.2622727272726,1473.34003163529
560,iqll,740520,-1,-1604.7663636363636,1499.3738142735458
561,iqll,741840,-1,-1775.0521212121212,1691.727694438991
562,iqll,743160,-1,-1712.614393939394,1887.4430504767063
563,iqll,744480,-1,-1702.4203030303033,1629.8317112455895
564,iqll,745800,-1,-310.59424242424245,167.76197540292839
565,iqll,747120,-1,-175.8728787878788,85.1349441709179
566,iqll,748440,-1,-174.0219696969697,106.97469951121262
567,iqll,749760,-1,-244.729393939394,166.28728604325917
568,iqll,751080,-1,-298.0904545454546,234.80531594010554
569,iqll,752400,-1,-313.1374242424243,252.58721276812793
570,iqll,753720,-1,-421.1824242424243,248.0313353740942
571,iqll,755040,-1,-1079.8645454545454,1173.611389150163
572,iqll,756360,-1,-1582.575303030303,1477.2697795808274
573,iqll,757680,-1,-144.98393939393938,68.44332083044596
574,iqll,759000,-1,-420.23621212121213,444.59788804302553
575,iqll,760320,-1,-269.0824242424242,172.12942521377943
576,iqll,761640,-1,-680.503484848485,704.0872936065235
577,iqll,762960,-1,-485.5934848484849,411.3187077945705
578,iqll,764280,-1,-965.5556060606061,1055.6602262717909
579,iqll,765600,-1,-969.138787878788,775.3167568582518
580,iqll,766920,-1,-491.00151515151515,400.1128634683667
581,iqll,768240,-1,-270.1574242424242,145.5294468984803
582,iqll,769560,-1,-492.77060606060604,418.6951342433139
583,iqll,770880,-1,-1578.4839393939394,1646.5234889184662
584,iqll,772200,-1,-1701.8519696969697,1772.3700546449609
585,iqll,773520,-1,-1248.429696969697,1267.4336572309126
586,iqll,774840,-1,-498.77787878787876,428.92394458449706
587,iqll,776160,-1,-141.02015151515153,88.60664856360393
588,iqll,777480,-1,-259.6374242424243,187.3029423300304
589,iqll,778800,-1,-266.3122727272727,203.34686972052887
590,iqll,780120,-1,-206.83257575757577,150.18362739932746
591,iqll,781440,-1,-196.44545454545454,123.6989081329267
592,iqll,782760,-1,-258.41833333333335,161.39070266379392
593,iqll,784080,-1,-182.64242424242425,106.78095543030086
594,iqll,785400,-1,-257.4592424242424,147.6224444195251
595,iqll,786720,-1,-342.89166666666665,242.9032142774425
596,iqll,788040,-1,-515.2416666666667,442.93247743523983
597,iqll,789360,-1,-304.82878787878786,185.20191689003352
598,iqll,790680,-1,-319.445303030303,177.7798196673874
599,iqll,792000,-1,-714.3480303030303,576.2554133282044
600,iqll,793320,-1,-814.4580303030303,749.793061589824
601,iqll,794640,-1,-439.01181818181817,309.61715349624683
602,iqll,795960,-1,-1536.442272727273,1722.7515670808962
603,iqll,797280,-1,-328.4463636363636,235.7977622856037
604,iqll,798600,-1,-657.7324242424243,504.45120787890545
605,iqll,799920,-1,-320.169393939394,179.32213886609617
606,iqll,801240,-1,-626.4007575757576,558.1036824217875
607,iqll,802560,-1,-199.69469696969696,94.84594256141227
608,iqll,803880,-1,-1547.1333333333334,1829.3668313922117
609,iqll,805200,-1,-672.0595454545455,710.6620515938297
610,iqll,806520,-1,-225.7475757575758,98.56789896433962
611,iqll,807840,-1,-279.9616666666667,117.25902724289288
612,iqll,809160,-1,-244.1728787878788,220.89969345263964
613,iqll,810480,-1,-1248.3804545454545,1234.1558821094068
614,iqll,811800,-1,-1339.777575757576,1260.3083921466741
615,iqll,813120,-1,-1830.5287878787879,1461.0081846643113
616,iqll,814440,-1,-1833.023484848485,1589.3712923649766
617,iqll,815760,-1,-1958.3545454545454,1594.150807263077
618,iqll,817080,-1,-1611.235606060606,1561.958484618462
619,iqll,818400,-1,-1550.4963636363634,1490.439867466055
620,iqll,819720,-1,-1527.730606060606,1336.8535577093846
621,iqll,821040,-1,-152.90242424242425,78.16848000857073
622,iqll,822360,-1,-125.4819696969697,83.7745161352547
623,iqll,823680,-1,-163.52439393939395,74.64958754130686
624,iqll,825000,-1,-160.20742424242422,91.83553302888163
625,iqll,826320,-1,-139.44681818181817,78.09043837521729
626,iqll,827640,-1,-175.95045454545453,91.43481334099435
627,iqll,828960,-1,-893.8892424242426,900.5814102513638
628,iqll,830280,-1,-476.7462121212121,374.5111705064841
629,iqll,831600,-1,-267.2643939393939,148.6103540749064
630,iqll,832920,-1,-438.2160606060606,314.91562888782533
631,iqll,834240,-1,-734.9775757575758,552.9835238217912
632,iqll,835560,-1,-336.4606060606061,243.7276151516514
633,iqll,836880,-1,-209.92439393939395,99.57433714093675
634,iqll,838200,-1,-954.8500000000001,1191.5147431977398
635,iqll,839520,-1,-251.8092424242424,137.91282316509032
636,iqll,840840,-1,-471.34621212121215,404.5510749313073
637,iqll,842160,-1,-331.3172727272728,245.15444533046767
638,iqll,843480,-1,-579.7769696969698,536.2901146823133
639,iqll,844800,-1,-392.8465151515152,232.2032312305676
640,iqll,846120,-1,-526.6172727272727,414.72254325448847
641,iqll,847440,-1,-553.949696969697,389.77182021439353
642,iqll,848760,-1,-681.1296969696971,688.2808742845967
643,iqll,850080,-1,-1439.550606060606,1477.0299794406
644,iqll,851400,-1,-1710.3346969696968,1485.0097731978367
645,iqll,852720,-1,-529.0006060606061,306.96071824435006
646,iqll,854040,-1,-823.6083333333333,786.8861261173754
647,iqll,855360,-1,-1145.5822727272728,1264.8522920427285
648,iqll,856680,-1,-202.81651515151518,113.83998472061197
649,iqll,858000,-1,-200.11530303030304,100.28514290277192
650,iqll,859320,-1,-220.99575757575758,119.18333005844408
651,iqll,860640,-1,-482.5154545454546,267.0695288042095
652,iqll,861960,-1,-417.19681818181823,236.3040198087092
653,iqll,863280,-1,-323.20924242424246,249.22270873847197
654,iqll,864600,-1,-361.0128787878788,248.39508019371047
655,iqll,865920,-1,-1276.9331818181818,1115.5569218959095
656,iqll,867240,-1,-257.1671212121212,134.12421824184216
657,iqll,868560,-1,-218.84939393939393,133.9999920271231
658,iqll,869880,-1,-270.98939393939395,162.09228481517061
659,iqll,871200,-1,-255.64060606060607,148.54869557558712
660,iqll,872520,-1,-488.33015151515156,313.19826560141524
661,iqll,873840,-1,-636.5507575757575,573.0167930000239
662,iqll,875160,-1,-304.8104545454546,200.65877408669476
663,iqll,876480,-1,-539.8754545454545,468.09749632334865
664,iqll,877800,-1,-1406.4116666666666,1568.7667917199428
665,iqll,879120,-1,-939.4924242424242,908.5647636245772
666,iqll,880440,-1,-642.7463636363636,566.0258364127709
667,iqll,881760,-1,-1014.7098484848485,1061.4880155591652
668,iqll,883080,-1,-1124.8078787878787,1063.3657629511647
669,iqll,884400,-1,-381.2907575757576,248.2654249949254
670,iqll,885720,-1,-582.7559090909091,499.6036521461887
671,iqll,887040,-1,-274.79621212121214,198.0815085159516
672,iqll,888360,-1,-796.1115151515152,885.1428160339394
673,iqll,889680,-1,-1328.1227272727272,1405.253990661955
674,iqll,891000,-1,-436.1878787878788,408.1130192227845
675,iqll,892320,-1,-176.01166666666666,102.62222638754908
676,iqll,893640,-1,-269.54121212121214,171.91649840190786
677,iqll,894960,-1,-363.1428787878788,220.26532219441523
678,iqll,896280,-1,-300.15272727272725,190.2621727284482
679,iqll,897600,-1,-275.9745454545455,116.12636124631022
680,iqll,898920,-1,-381.8842424242424,299.0880817765725
681,iqll,900240,-1,-540.399090909091,450.2832526705132
682,iqll,901560,-1,-496.0037878787879,492.91178190750094
683,iqll,902880,-1,-758.7257575757576,722.8441602470162
684,iqll,904200,-1,-1256.2553030303031,1274.373183914731
685,iqll,905520,-1,-982.1856060606059,1197.0633376848439
686,iqll,906840,-1,-388.959696969697,269.67333810511684
687,iqll,908160,-1,-412.7425757575757,235.81706830180127
688,iqll,909480,-1,-1272.4595454545456,1207.457692464089
689,iqll,910800,-1,-532.2845454545455,323.5324155984609
690,iqll,912120,-1,-1041.1786363636363,1081.52588567823
691,iqll,913440,-1,-568.5080303030304,417.6808950829957
692,iqll,914760,-1,-339.93909090909096,260.4798751938271
693,iqll,916080,-1,-536.6981818181819,444.78556406058664
694,iqll,917400,-1,-1074.2972727272727,1190.1929331982217
695,iqll,918720,-1,-1519.682272727273,1615.055802372368
696,iqll,920040,-1,-1408.4106060606061,1458.5002267406965
697,iqll,921360,-1,-1051.7269696969697,1093.8506720145008
698,iqll,922680,-1,-499.93257575757576,418.7148021564089
699,iqll,924000,-1,-238.87742424242424,118.98321287005417
700,iqll,925320,-1,-242.210303030303,148.52798149771968
701,iqll,926640,-1,-543.7486363636364,418.49187523117354
702,iqll,927960,-1,-287.10469696969705,184.50315109996703
703,iqll,929280,-1,-346.9106060606061,352.4240348959758
704,iqll,930600,-1,-250.32712121212126,144.6515725675253
705,iqll,931920,-1,-302.9619696969697,181.5026809445516
706,iqll,933240,-1,-840.1178787878789,627.2368808114251
707,iqll,934560,-1,-1277.5424242424244,1306.5107656911407
708,iqll,935880,-1,-1508.893484848485,1313.163564261135
709,iqll,937200,-1,-954.300303030303,834.0277832011493
710,iqll,938520,-1,-705.841212121212,528.4008094742818
711,iqll,939840,-1,-877.6115151515153,700.666419174139
712,iqll,941160,-1,-880.7715151515152,914.9721127266127
713,iqll,942480,-1,-401.37893939393933,253.06795711841363
714,iqll,943800,-1,-191.69681818181817,98.35308774341512
715,iqll,945120,-1,-203.32863636363635,122.62673579392803
716,iqll,946440,-1,-219.28151515151512,144.39162809654508
717,iqll,947760,-1,-246.8198484848485,165.46944696458294
718,iqll,949080,-1,-394.0801515151515,388.4999718029412
719,iqll,950400,-1,-432.5133333333333,312.1315735649978
720,iqll,951720,-1,-474.6257575757576,445.10640805099905
721,iqll,953040,-1,-307.79893939393935,210.12272986265842
722,iqll,954360,-1,-334.95500000000004,233.90707868691894
723,iqll,955680,-1,-849.9831818181818,793.6027855688282
724,iqll,957000,-1,-434.1743939393939,339.6424800037792
725,iqll,958320,-1,-633.6468181818182,394.94780210024646
726,iqll,959640,-1,-301.46060606060604,211.31674464966014
727,iqll,960960,-1,-451.09121212121215,379.5810021530325
728,iqll,962280,-1,-460.9448484848484,439.1160254497611
729,iqll,963600,-1,-1480.9498484848484,1584.9362030942334
730,iqll,964920,-1,-657.7340909090909,600.526991487041
731,iqll,966240,-1,-851.2339393939394,860.5104985183149
732,iqll,967560,-1,-1601.612121212121,1407.8410227608188
733,iqll,968880,-1,-1726.86803030303,1532.7035740439276
734,iqll,970200,-1,-1308.699393939394,1349.9600431571466
735,iqll,971520,-1,-362.67424242424244,185.8131595060969
736,iqll,972840,-1,-392.00090909090915,211.39534942081698
737,iqll,974160,-1,-292.3934848484849,135.89941262379392
738,iqll,975480,-1,-421.1518181818182,400.3125392395944
739,iqll,976800,-1,-238.39318181818183,141.21265196406628
740,iqll,978120,-1,-370.9136363636364,306.91026691080526
741,iqll,979440,-1,-293.2389393939394,193.8739014554094
742,iqll,980760,-1,-1093.347575757576,1266.7466883093114
743,iqll,982080,-1,-578.7989393939393,505.50196309791403
744,iqll,983400,-1,-595.4996969696971,471.5672873995425
745,iqll,984720,-1,-561.6862121212122,410.4773825285264
746,iqll,986040,-1,-931.1086363636365,1070.5295251549317
747,iqll,987360,-1,-1225.9436363636364,1235.368848650912
748,iqll,988680,-1,-1408.549393939394,1482.023371523559
749,iqll,990000,-1,-1037.0883333333334,1029.871933101957
750,iqll,991320,-1,-311.2245454545455,157.00898971736018
751,iqll,992640,-1,-1185.4386363636365,1025.2099372255516
752,iqll,993960,-1,-532.0175757575759,360.6868477160419
753,iqll,995280,-1,-588.8874242424242,506.74133096533285
754,iqll,996600,-1,-465.709393939394,346.3924191332224
755,iqll,997920,-1,-247.9262121212121,174.61036930978776
756,iqll,999240,-1,-336.8619696969697,202.99356851074458
757,iqll,1000560,-1,-543.5825757575758,471.33421234480613
