,agent,step,test_id,avg_reward,std_reward
56,iqll,75240,-1,-992.2506060606061,1047.4629394686185
57,iqll,76560,-1,-812.0530303030303,647.0511723287652
58,iqll,77880,-1,-971.0063636363637,867.0488226556766
59,iqll,79200,-1,-1222.63,1335.4913474902082
60,iqll,80520,-1,-1049.8551515151516,1068.9845567331963
61,iqll,81840,-1,-942.1809090909092,974.2232023510699
62,iqll,83160,-1,-961.727878787879,1069.774430944001
63,iqll,84480,-1,-1171.611515151515,1183.7286194366775
64,iqll,85800,-1,-1454.297272727273,1538.9075895597773
65,iqll,87120,-1,-1422.1454545454546,1492.782250026604
66,iqll,88440,-1,-634.9371212121213,484.9688497502455
67,iqll,89760,-1,-898.4178787878789,831.3702607916847
68,iqll,91080,-1,-1191.0039393939394,1173.00861118914
69,iqll,92400,-1,-1223.5969696969696,1235.1753891371911
70,iqll,93720,-1,-1155.0065151515153,1185.6196061182939
71,iqll,95040,-1,-1089.1415151515153,1096.4271952936604
72,iqll,96360,-1,-1091.4709090909091,1163.2964992702098
73,iqll,97680,-1,-1132.470606060606,1207.489411829955
74,iqll,99000,-1,-1302.169090909091,1372.1677067356834
75,iqll,100320,-1,-1056.8651515151514,1007.330243551469
76,iqll,101640,-1,-1187.0427272727272,1205.8028997406107
77,iqll,102960,-1,-1458.3100000000002,1467.2566629773794
78,iqll,104280,-1,-1142.9395454545456,1294.053454733955
79,iqll,105600,-1,-1145.2316666666668,1289.4055386918978
80,iqll,106920,-1,-841.1204545454545,761.5215701235454
81,iqll,108240,-1,-988.8542424242424,927.1044707714584
82,iqll,109560,-1,-1348.762878787879,1442.0766516584267
83,iqll,110880,-1,-1175.2075757575758,1243.0288973713298
84,iqll,112200,-1,-1403.9715151515152,1363.7855238072405
85,iqll,113520,-1,-1166.4492424242424,1199.5282349043557
86,iqll,114840,-1,-553.1969696969697,346.46827462864564
87,iqll,116160,-1,-1256.1275757575756,1282.4208562136296
88,iqll,117480,-1,-1088.3456060606059,1118.4243575479081
89,iqll,118800,-1,-1489.3071212121213,1556.9068924724036
90,iqll,120120,-1,-395.6351515151515,188.04238023480502
91,iqll,121440,-1,-374.1,250.79588078391924
92,iqll,122760,-1,-1270.9363636363637,1359.1143867659005
93,iqll,124080,-1,-908.5430303030304,1032.102806584942
94,iqll,125400,-1,-1129.774696969697,1144.777629298186
95,iqll,126720,-1,-397.39484848484847,223.2268966038844
96,iqll,128040,-1,-360.80984848484843,171.6289819595219
97,iqll,129360,-1,-655.2475757575758,471.8149132261589
98,iqll,130680,-1,-1245.7845454545454,1404.6928817157775
99,iqll,132000,-1,-505.53696969696966,322.9743139658731
100,iqll,133320,-1,-1144.0140909090908,1266.6512219048152
101,iqll,134640,-1,-1280.6933333333334,1285.412105012681
102,iqll,135960,-1,-1194.809696969697,1198.0374043447055
103,iqll,137280,-1,-1315.189090909091,1442.0325280035765
104,iqll,138600,-1,-1568.8516666666667,1710.2804910741213
105,iqll,139920,-1,-1112.347878787879,1195.272487335147
106,iqll,141240,-1,-1077.7187878787881,1031.5517972622094
107,iqll,142560,-1,-957.8313636363638,1032.7857681656023
108,iqll,143880,-1,-1247.7186363636365,1315.2973299362902
109,iqll,145200,-1,-511.02666666666664,331.53599158029783
110,iqll,146520,-1,-1014.8751515151516,1019.1216648102342
111,iqll,147840,-1,-483.32787878787883,267.1033517114685
112,iqll,149160,-1,-1390.165,1547.0189275504172
113,iqll,150480,-1,-1266.7271212121211,1290.197191761041
114,iqll,151800,-1,-1161.3854545454546,1242.554589704006
115,iqll,153120,-1,-298.08515151515155,154.46724853648294
116,iqll,154440,-1,-1279.120303030303,1477.7309668255111
117,iqll,155760,-1,-1224.8077272727273,1429.5444197050983
118,iqll,157080,-1,-933.2066666666667,969.6720543492314
119,iqll,158400,-1,-1327.6427272727274,1348.9520219218723
120,iqll,159720,-1,-951.5777272727273,954.2517231687833
121,iqll,161040,-1,-1379.5593939393939,1424.5220982106744
122,iqll,162360,-1,-1244.426515151515,1247.0874923961376
123,iqll,163680,-1,-1306.9160606060607,1501.731295089487
124,iqll,165000,-1,-1259.7483333333334,1277.2192639042566
125,iqll,166320,-1,-868.3853030303029,762.414276311372
126,iqll,167640,-1,-1003.6012121212121,1047.7410243565644
127,iqll,168960,-1,-1308.4416666666666,1353.3565949005674
128,iqll,170280,-1,-1067.045303030303,1158.6592842104315
129,iqll,171600,-1,-969.4733333333336,1071.919971833794
130,iqll,172920,-1,-877.0110606060607,880.8967799568059
131,iqll,174240,-1,-994.8268181818181,1049.8769060208615
132,iqll,175560,-1,-489.8706060606061,323.85000706405776
133,iqll,176880,-1,-804.3028787878789,846.1166439346456
134,iqll,178200,-1,-1154.3013636363637,1191.5660074283533
135,iqll,179520,-1,-1436.4274242424244,1472.3854062955643
136,iqll,180840,-1,-1278.879696969697,1275.646989860166
137,iqll,182160,-1,-1260.5424242424242,1248.5847968267315
138,iqll,183480,-1,-1315.4728787878787,1404.3959030403646
139,iqll,184800,-1,-1110.6296969696969,1186.1965413939884
140,iqll,186120,-1,-195.74030303030304,77.43688111929568
141,iqll,187440,-1,-914.2674242424242,1119.0200509073818
142,iqll,188760,-1,-1275.969696969697,1381.0781546104959
143,iqll,190080,-1,-1337.3806060606062,1475.500740330138
144,iqll,191400,-1,-1200.017424242424,1313.8841810146885
145,iqll,192720,-1,-1257.6134848484849,1401.494135005396
146,iqll,194040,-1,-404.88318181818187,243.33497230659592
147,iqll,195360,-1,-1025.729090909091,1071.9545166752114
148,iqll,196680,-1,-1491.6865151515153,1560.2135430961312
149,iqll,198000,-1,-1197.0654545454547,1273.6055227321701
150,iqll,199320,-1,-1503.8796969696969,1474.3641356520031
151,iqll,200640,-1,-831.2504545454547,828.2673754178729
152,iqll,201960,-1,-1113.5562121212122,1212.8446197632582
153,iqll,203280,-1,-1014.7637878787879,1088.5863383546198
154,iqll,204600,-1,-518.3284848484849,346.45225186882107
155,iqll,205920,-1,-355.55863636363637,174.16504785722705
156,iqll,207240,-1,-1394.8277272727273,1470.6557800460016
157,iqll,208560,-1,-1352.3286363636362,1305.6677928094723
158,iqll,209880,-1,-1527.1965151515155,1438.05184799899
159,iqll,211200,-1,-430.3395454545455,282.2637789745711
160,iqll,212520,-1,-995.9159090909093,1163.25675578013
161,iqll,213840,-1,-971.0972727272726,985.9843770622048
162,iqll,215160,-1,-463.76909090909095,359.32934949467244
163,iqll,216480,-1,-820.3109090909091,903.7974010717346
164,iqll,217800,-1,-952.0713636363638,1040.353596604461
165,iqll,219120,-1,-233.59181818181818,128.98519785770455
166,iqll,220440,-1,-1103.2012121212122,1152.9112453677865
167,iqll,221760,-1,-1404.675606060606,1369.9316856708351
168,iqll,223080,-1,-1001.450303030303,1063.0035533236453
169,iqll,224400,-1,-1214.567727272727,1420.5314511320898
170,iqll,225720,-1,-1542.2054545454546,1607.411826933032
171,iqll,227040,-1,-1477.8956060606058,1546.1320583898043
172,iqll,228360,-1,-445.45818181818186,312.9559152946407
173,iqll,229680,-1,-408.0409090909091,238.60059429761185
174,iqll,231000,-1,-961.9430303030305,1033.652108419125
175,iqll,232320,-1,-520.2690909090909,309.38453539502876
176,iqll,233640,-1,-1297.9777272727274,1361.4670448457045
177,iqll,234960,-1,-984.2828787878791,1016.771105261525
178,iqll,236280,-1,-1272.6863636363637,1156.2354276082679
179,iqll,237600,-1,-1444.622878787879,1395.1133728637353
180,iqll,238920,-1,-1191.3098484848485,1179.1508598936168
181,iqll,240240,-1,-1099.4710606060607,1132.3843004697612
182,iqll,241560,-1,-1339.683787878788,1394.2509674887185
183,iqll,242880,-1,-989.0404545454545,1016.4626204427635
184,iqll,244200,-1,-1465.922424242424,1440.2954677658506
185,iqll,245520,-1,-1159.3230303030305,1164.6641060902753
186,iqll,246840,-1,-1256.2340909090908,1232.1885361525194
187,iqll,248160,-1,-1003.4804545454543,1011.6149787314009
188,iqll,249480,-1,-1277.1231818181818,1199.839611784866
189,iqll,250800,-1,-483.7034848484849,323.9041333855119
190,iqll,252120,-1,-447.09909090909093,338.44435530163184
191,iqll,253440,-1,-1279.7598484848486,1174.9770494960324
192,iqll,254760,-1,-1584.650303030303,1552.8248352745272
193,iqll,256080,-1,-416.0628787878788,299.1531132505062
194,iqll,257400,-1,-498.16818181818184,454.92413708524504
195,iqll,258720,-1,-704.0568181818181,624.4041811263421
196,iqll,260040,-1,-933.7389393939395,943.6187991557223
197,iqll,261360,-1,-1259.4704545454545,1323.45889266785
198,iqll,262680,-1,-420.0377272727273,306.72993174973703
199,iqll,264000,-1,-1220.0265151515152,1267.6335991726837
200,iqll,265320,-1,-1380.5927272727274,1324.421703077789
201,iqll,266640,-1,-1688.9187878787882,1673.7103672574888
202,iqll,267960,-1,-1053.3403030303032,1117.6810204194971
203,iqll,269280,-1,-1320.7500000000002,1396.1718575241462
204,iqll,270600,-1,-1347.7137878787878,1430.754913299656
205,iqll,271920,-1,-1003.7209090909091,1021.2310025616697
206,iqll,273240,-1,-1292.1553030303032,1384.9167541449096
207,iqll,274560,-1,-1202.1093939393938,1321.1879687922726
208,iqll,275880,-1,-1013.5678787878791,1083.0242703281137
209,iqll,277200,-1,-833.4271212121213,930.2449281046578
210,iqll,278520,-1,-395.21287878787876,264.49541334893064
211,iqll,279840,-1,-1120.0313636363635,1171.4421984542612
212,iqll,281160,-1,-893.9645454545454,933.9510071914289
213,iqll,282480,-1,-323.7133333333333,185.36066171960897
214,iqll,283800,-1,-861.6448484848485,797.7917531047478
215,iqll,285120,-1,-1158.4298484848487,1135.362735863678
216,iqll,286440,-1,-1903.8810606060606,1725.5530836838943
217,iqll,287760,-1,-1281.1784848484847,1326.1292439038882
218,iqll,289080,-1,-823.2521212121212,598.3300819617455
219,iqll,290400,-1,-444.4045454545454,317.2429218981731
220,iqll,291720,-1,-1477.8896969696968,1542.7098320075088
221,iqll,293040,-1,-338.6810606060606,233.1228418642736
222,iqll,294360,-1,-302.29045454545457,193.18082022505155
223,iqll,295680,-1,-857.3586363636365,818.4033113054446
224,iqll,297000,-1,-290.9107575757576,183.08077304848848
225,iqll,298320,-1,-953.5415151515152,1043.419504280448
226,iqll,299640,-1,-978.4256060606061,1056.4017571291433
227,iqll,300960,-1,-1542.2254545454543,1525.3658422243477
228,iqll,302280,-1,-1631.1610606060606,1760.665989256948
229,iqll,303600,-1,-1066.6112121212122,1090.8797147236264
230,iqll,304920,-1,-1099.880606060606,1099.736500252452
231,iqll,306240,-1,-1095.6112121212122,1174.6775335958778
232,iqll,307560,-1,-1367.0093939393942,1366.3013051953149
233,iqll,308880,-1,-164.17060606060608,86.19975418088391
234,iqll,310200,-1,-200.38984848484847,114.9124232542281
235,iqll,311520,-1,-1338.414393939394,1449.99575794743
236,iqll,312840,-1,-1229.209090909091,1161.1827188099253
237,iqll,314160,-1,-449.06742424242424,309.72969500699
238,iqll,315480,-1,-202.09757575757575,93.36693331446253
239,iqll,316800,-1,-1074.993484848485,1203.9935462124326
240,iqll,318120,-1,-613.625303030303,463.16139296741284
241,iqll,319440,-1,-331.09287878787876,201.6297287729315
242,iqll,320760,-1,-1405.1434848484848,1517.4731684073824
243,iqll,322080,-1,-345.2628787878788,200.41616901795572
244,iqll,323400,-1,-625.3503030303029,449.47796549953944
245,iqll,324720,-1,-1471.875303030303,1493.1302858157967
246,iqll,326040,-1,-623.5627272727273,623.8295457787339
247,iqll,327360,-1,-773.9354545454546,768.197106266555
248,iqll,328680,-1,-585.293787878788,509.44706415243064
249,iqll,330000,-1,-1480.666363636364,1480.407047450573
250,iqll,331320,-1,-1196.7930303030305,1313.7438258701843
251,iqll,332640,-1,-1387.280303030303,1373.444265354904
252,iqll,333960,-1,-926.4972727272726,1008.5838368385427
253,iqll,335280,-1,-315.3589393939394,235.48848169495747
254,iqll,336600,-1,-162.36151515151516,91.93405098785568
255,iqll,337920,-1,-767.7839393939395,617.1935028205297
256,iqll,339240,-1,-1532.4931818181817,1620.475909411743
257,iqll,340560,-1,-1123.0789393939394,1191.5369776858856
258,iqll,341880,-1,-1539.682424242424,1275.5948874319809
259,iqll,343200,-1,-1480.8019696969698,1729.5607846105866
260,iqll,344520,-1,-248.6128787878788,169.04485396579997
261,iqll,345840,-1,-937.1769696969698,1055.5913898752187
262,iqll,347160,-1,-1174.8090909090909,1167.14111809743
263,iqll,348480,-1,-233.91287878787878,149.32811772478664
264,iqll,349800,-1,-1155.6098484848485,1216.3642781442702
265,iqll,351120,-1,-1295.5633333333333,1532.947201917821
266,iqll,352440,-1,-660.6457575757577,626.5485014698568
267,iqll,353760,-1,-1276.733181818182,1396.6592002440107
268,iqll,355080,-1,-1208.1186363636364,1320.8122149754838
269,iqll,356400,-1,-252.50651515151515,162.00420931673563
270,iqll,357720,-1,-214.64712121212116,127.28429736361412
271,iqll,359040,-1,-1189.29,1311.4911700473326
272,iqll,360360,-1,-1160.0724242424242,1122.585681968548
273,iqll,361680,-1,-142.12757575757578,77.03675685180589
274,iqll,363000,-1,-204.06939393939393,110.0246657039641
275,iqll,364320,-1,-364.93409090909097,253.9808949894226
276,iqll,365640,-1,-1053.0054545454545,1053.3548575143307
277,iqll,366960,-1,-530.7306060606061,432.63696598417977
278,iqll,368280,-1,-421.7492424242424,330.9202314383086
279,iqll,369600,-1,-1067.7207575757575,1031.0395447811186
280,iqll,370920,-1,-1309.237272727273,1177.00722214198
281,iqll,372240,-1,-493.1062121212121,361.046579162642
282,iqll,373560,-1,-741.0427272727272,698.3931702813196
283,iqll,374880,-1,-177.28575757575757,110.95465020995722
284,iqll,376200,-1,-1265.695606060606,1351.9058060176862
285,iqll,377520,-1,-1138.3419696969697,1169.3144131689326
286,iqll,378840,-1,-1030.7610606060607,935.3758888399452
287,iqll,380160,-1,-1135.845,1189.3561681313004
288,iqll,381480,-1,-376.40939393939396,305.9119244948087
289,iqll,382800,-1,-206.5848484848485,133.77686832073888
290,iqll,384120,-1,-480.46742424242433,274.85262756287045
291,iqll,385440,-1,-217.99166666666667,107.4336582759591
292,iqll,386760,-1,-127.88969696969698,67.11096024314253
293,iqll,388080,-1,-331.2272727272728,228.77595997451078
294,iqll,389400,-1,-1294.0177272727271,1279.3769149014352
295,iqll,390720,-1,-1664.351666666667,1694.261111838471
296,iqll,392040,-1,-1507.1016666666667,1271.3792183235894
297,iqll,393360,-1,-207.37757575757578,136.58362311497655
298,iqll,394680,-1,-158.41030303030303,69.82298234495958
299,iqll,396000,-1,-246.9280303030303,147.25275714576412
300,iqll,397320,-1,-142.5630303030303,64.60973350467046
301,iqll,398640,-1,-461.0212121212121,370.3590213584125
302,iqll,399960,-1,-1313.9174242424242,1327.4749741404255
303,iqll,401280,-1,-229.1930303030303,139.50309982403343
304,iqll,402600,-1,-753.5060606060607,756.4916534376601
305,iqll,403920,-1,-1023.4115151515153,1054.189562788232
306,iqll,405240,-1,-2022.3709090909092,1894.7368353932804
307,iqll,406560,-1,-694.5125757575759,767.4650991330517
308,iqll,407880,-1,-1741.3498484848487,1802.3998090256598
309,iqll,409200,-1,-1396.3077272727273,1116.5336708683324
310,iqll,410520,-1,-1207.5174242424243,1161.0625662412422
311,iqll,411840,-1,-188.90984848484848,89.349934255668
312,iqll,413160,-1,-131.5671212121212,61.297303150552736
313,iqll,414480,-1,-150.34045454545458,66.99344065430944
314,iqll,415800,-1,-228.30015151515147,119.98683084294969
315,iqll,417120,-1,-393.66121212121215,246.52822964247315
316,iqll,418440,-1,-620.7199999999999,429.70258568625644
317,iqll,419760,-1,-566.753484848485,340.75836607259095
318,iqll,421080,-1,-1128.9246969696972,1171.7249424346114
319,iqll,422400,-1,-1087.9751515151515,1143.6337403422565
320,iqll,423720,-1,-1102.0060606060606,1185.7841427151843
321,iqll,425040,-1,-716.0445454545455,517.568456503309
322,iqll,426360,-1,-1416.8209090909093,1469.6710288625686
323,iqll,427680,-1,-496.8146969696969,291.1434252335545
324,iqll,429000,-1,-1537.6836363636362,1534.7988374274316
325,iqll,430320,-1,-644.0493939393941,655.1739312784854
326,iqll,431640,-1,-156.50696969696972,76.46913070921707
327,iqll,432960,-1,-140.93863636363636,65.57077294654351
328,iqll,434280,-1,-317.0325757575758,174.0855397525631
329,iqll,435600,-1,-690.040303030303,588.8030709631751
330,iqll,436920,-1,-1366.9113636363636,1463.393137941373
331,iqll,438240,-1,-1587.6113636363639,1539.855688523093
332,iqll,439560,-1,-1785.324393939394,1678.6297124157356
333,iqll,440880,-1,-763.9745454545454,742.9152518374302
334,iqll,442200,-1,-249.88045454545454,135.48181174956625
335,iqll,443520,-1,-278.6351515151515,161.40976400418327
336,iqll,444840,-1,-585.0093939393939,543.0675031730982
337,iqll,446160,-1,-1088.3331818181819,1094.6920459123724
338,iqll,447480,-1,-942.6777272727273,692.4162849219664
339,iqll,448800,-1,-129.34136363636364,77.11721608254744
340,iqll,450120,-1,-297.65742424242427,229.88928060877484
341,iqll,451440,-1,-324.5522727272728,205.1856671281762
342,iqll,452760,-1,-567.0022727272728,363.86613542618426
343,iqll,454080,-1,-1122.1225757575755,1071.8747816281225
344,iqll,455400,-1,-1230.059393939394,1324.1946059213305
345,iqll,456720,-1,-1154.9712121212121,1259.3371188561202
346,iqll,458040,-1,-1399.9221212121213,1241.4212248022184
347,iqll,459360,-1,-1648.8439393939393,1379.7306025835962
348,iqll,460680,-1,-439.19651515151514,386.2822652444729
349,iqll,462000,-1,-954.2263636363637,935.8876047038406
350,iqll,463320,-1,-150.85121212121211,76.477236354022
351,iqll,464640,-1,-333.4336363636363,250.97678298174867
352,iqll,465960,-1,-216.73666666666668,133.6153565427283
353,iqll,467280,-1,-160.33621212121216,70.4185441155165
354,iqll,468600,-1,-292.0628787878788,210.95883560302778
355,iqll,469920,-1,-287.6945454545455,196.92948276570766
356,iqll,471240,-1,-1050.242878787879,881.8898030577103
357,iqll,472560,-1,-1390.2610606060607,1273.3232528947674
358,iqll,473880,-1,-1157.2568181818183,1140.1385393818662
359,iqll,475200,-1,-2249.8365151515154,1967.616995119941
360,iqll,476520,-1,-362.33863636363634,395.5550736178303
361,iqll,477840,-1,-308.1545454545455,256.18977718457916
362,iqll,479160,-1,-222.50075757575758,131.09668626987195
363,iqll,480480,-1,-245.1439393939394,116.55791879132892
364,iqll,481800,-1,-311.94772727272726,161.5507447090444
365,iqll,483120,-1,-678.7396969696969,599.610880639875
366,iqll,484440,-1,-1128.4924242424245,1016.4234790036487
367,iqll,485760,-1,-1462.6319696969697,1385.3200345841976
368,iqll,487080,-1,-1638.3539393939395,1623.8347322794916
369,iqll,488400,-1,-746.7539393939394,724.7669685259527
370,iqll,489720,-1,-221.9292424242424,119.02159363300943
371,iqll,491040,-1,-294.52515151515155,149.16318449880833
372,iqll,492360,-1,-333.3640909090909,157.95481559972538
373,iqll,493680,-1,-659.3774242424242,552.1352004547839
374,iqll,495000,-1,-757.0380303030303,790.1645380105675
375,iqll,496320,-1,-1130.0277272727274,1222.4463357327184
376,iqll,497640,-1,-569.2513636363636,514.935800703957
377,iqll,498960,-1,-832.1062121212123,713.9792008838514
378,iqll,500280,-1,-554.8850000000001,503.41359430046697
379,iqll,501600,-1,-251.4062121212121,145.59851873689942
380,iqll,502920,-1,-1180.3319696969697,1041.6494572969495
381,iqll,504240,-1,-384.0754545454546,224.995513094533
382,iqll,505560,-1,-1303.8119696969698,1394.4823880182532
383,iqll,506880,-1,-1690.7062121212123,1612.5172861908925
384,iqll,508200,-1,-353.7227272727273,178.23600807463168
385,iqll,509520,-1,-565.4862121212121,481.63477284759557
386,iqll,510840,-1,-502.17303030303043,403.4802583130841
387,iqll,512160,-1,-514.2204545454546,336.6813126364177
388,iqll,513480,-1,-474.8415151515152,317.75626294398756
389,iqll,514800,-1,-656.2389393939394,598.3339727935187
390,iqll,516120,-1,-457.4422727272728,419.99099290592824
391,iqll,517440,-1,-316.3159090909091,149.79285531852508
392,iqll,518760,-1,-888.3175757575757,531.0605948935287
393,iqll,520080,-1,-646.6533333333334,510.1348566246325
394,iqll,521400,-1,-641.8051515151515,668.0605295821503
395,iqll,522720,-1,-231.11424242424246,139.65128424433752
396,iqll,524040,-1,-317.80924242424237,185.95525595585593
397,iqll,525360,-1,-648.4166666666666,496.7757079661329
398,iqll,526680,-1,-1337.4730303030303,1370.6260717443554
399,iqll,528000,-1,-1627.4598484848484,1400.4031197848024
400,iqll,529320,-1,-2201.8739393939395,1795.6238097747357
401,iqll,530640,-1,-1431.1313636363636,1430.9060970348382
402,iqll,531960,-1,-430.80863636363637,354.3336025486578
403,iqll,533280,-1,-241.5568181818182,132.63095226592827
404,iqll,534600,-1,-373.28227272727275,269.27584424118777
405,iqll,535920,-1,-916.978181818182,900.3865332294441
406,iqll,537240,-1,-945.465,821.9948477972979
407,iqll,538560,-1,-410.7375757575757,269.00403328090783
408,iqll,539880,-1,-158.89772727272728,84.72644498433294
409,iqll,541200,-1,-577.8042424242425,364.7846009262328
410,iqll,542520,-1,-223.0080303030303,95.17129132826764
411,iqll,543840,-1,-244.1868181818182,167.71956457548768
412,iqll,545160,-1,-343.28772727272724,178.40619307683252
413,iqll,546480,-1,-424.629393939394,317.4416854816816
414,iqll,547800,-1,-1209.6190909090908,1138.9825407177143
415,iqll,549120,-1,-373.10499999999996,336.1887621458841
416,iqll,550440,-1,-228.49348484848485,92.8548865572125
417,iqll,551760,-1,-424.58803030303034,335.3983026226891
418,iqll,553080,-1,-359.1625757575757,244.40318916117556
419,iqll,554400,-1,-399.1878787878788,302.81397025294086
420,iqll,555720,-1,-470.3971212121212,298.11878955993745
421,iqll,557040,-1,-780.8762121212122,544.9844793265805
422,iqll,558360,-1,-770.0992424242426,462.338200166025
423,iqll,559680,-1,-534.8301515151516,352.03167647585536
424,iqll,561000,-1,-928.0533333333333,820.2987422945992
425,iqll,562320,-1,-386.05121212121213,261.13590305081976
426,iqll,563640,-1,-717.3272727272728,567.2797069549246
427,iqll,564960,-1,-1139.865606060606,976.1086414472346
428,iqll,566280,-1,-1952.7366666666667,1758.0001713692589
429,iqll,567600,-1,-2427.0554545454547,1912.2805258462618
430,iqll,568920,-1,-1860.2792424242425,1578.0686507110524
431,iqll,570240,-1,-1204.5389393939392,1026.8167749565687
432,iqll,571560,-1,-667.5259090909092,716.7218522201839
433,iqll,572880,-1,-428.39909090909094,331.09012175908583
434,iqll,574200,-1,-346.10636363636365,193.4387636768739
435,iqll,575520,-1,-309.4704545454546,217.9374672054225
436,iqll,576840,-1,-322.30666666666673,160.4252381842229
437,iqll,578160,-1,-1273.6206060606062,1482.9918311958336
438,iqll,579480,-1,-435.3475757575758,302.5729061808561
439,iqll,580800,-1,-350.41727272727275,224.90425505996356
440,iqll,582120,-1,-1497.077575757576,1525.5950942958548
441,iqll,583440,-1,-941.1451515151516,824.5522282137438
442,iqll,584760,-1,-1368.1737878787878,1170.0664395837516
443,iqll,586080,-1,-721.0028787878788,635.418517169125
444,iqll,587400,-1,-1030.1219696969697,1057.8808294583632
445,iqll,588720,-1,-1262.6033333333335,1075.7072447243838
446,iqll,590040,-1,-179.46651515151518,99.96459509598544
447,iqll,591360,-1,-150.2428787878788,80.99526965733305
448,iqll,592680,-1,-227.24575757575758,138.68759649440818
449,iqll,594000,-1,-312.4615151515152,234.06210475545333
450,iqll,595320,-1,-354.97848484848487,235.0718442547739
451,iqll,596640,-1,-440.0359090909092,378.16201732445427
452,iqll,597960,-1,-385.7360606060606,293.7835649985701
453,iqll,599280,-1,-416.44181818181823,305.91161598849794
454,iqll,600600,-1,-410.8330303030304,250.70964396222524
455,iqll,601920,-1,-428.214090909091,229.19631987418674
456,iqll,603240,-1,-265.5337878787879,131.94974345474563
457,iqll,604560,-1,-547.9342424242424,375.60335071705714
458,iqll,605880,-1,-479.8796969696969,319.2025777596306
459,iqll,607200,-1,-372.48484848484856,322.3059722847711
460,iqll,608520,-1,-556.025,372.6478048179086
461,iqll,609840,-1,-577.6383333333334,391.54413089669276
462,iqll,611160,-1,-317.67696969696976,196.70519261813726
463,iqll,612480,-1,-670.7221212121211,553.5029362340753
464,iqll,613800,-1,-333.72787878787875,203.22820851920312
465,iqll,615120,-1,-587.7493939393939,438.4992604771719
466,iqll,616440,-1,-1409.756666666667,1477.5646011415083
467,iqll,617760,-1,-1665.060606060606,1477.7609470512934
468,iqll,619080,-1,-2452.126212121212,1956.9539914794805
469,iqll,620400,-1,-1740.0465151515155,1533.178497283767
